player_id,birth_year,birth_month,image_url
153699,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=998641&width=240&height=305
153706,2005,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=458998&width=240&height=305
153709,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=509253&width=240&height=305
153741,2005,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=518009&width=240&height=305
153847,2005,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=515952&width=240&height=305
153977,2005,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=626804&width=240&height=305
154015,2006,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=558378&width=240&height=305
154016,2006,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=574194&width=240&height=305
154022,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=991461&width=240&height=305
154023,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=991923&width=240&height=305
154127,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=362768&width=240&height=305
154398,2006,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=587756&width=240&height=305
154400,2005,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=509201&width=240&height=305
154494,2006,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=521895&width=240&height=305
154496,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=423489&width=240&height=305
154514,2005,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=467042&width=240&height=305
154515,2005,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=448324&width=240&height=305
154819,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=368379&width=240&height=305
154920,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=568453&width=240&height=305
155033,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=953413&width=240&height=305
155034,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=518360&width=240&height=305
155051,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=378178&width=240&height=305
155075,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=522436&width=240&height=305
155441,2005,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=1000645&width=240&height=305
155464,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=998646&width=240&height=305
155510,2006,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=522189&width=240&height=305
155511,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=994658&width=240&height=305
155514,2006,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=565879&width=240&height=305
155515,2007,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=633026&width=240&height=305
155653,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=538790&width=240&height=305
155666,2005,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=391636&width=240&height=305
155685,2005,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=512296&width=240&height=305
155691,2005,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=440145&width=240&height=305
155723,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=337394&width=240&height=305
155727,2006,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=562656&width=240&height=305
156035,2005,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=577422&width=240&height=305
156064,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=468373&width=240&height=305
156094,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=985931&width=240&height=305
156095,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=570295&width=240&height=305
156458,2005,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=633849&width=240&height=305
156734,2007,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=625422&width=240&height=305
156816,2006,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=482865&width=240&height=305
156827,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=523554&width=240&height=305
156835,2007,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=585267&width=240&height=305
156912,2006,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=573599&width=240&height=305
157045,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=539223&width=240&height=305
157046,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=543741&width=240&height=305
157059,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=543980&width=240&height=305
157100,2005,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=369241&width=240&height=305
157272,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=522433&width=240&height=305
157448,2005,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=621740&width=240&height=305
157462,2005,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=630901&width=240&height=305
157604,2005,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=981888&width=240&height=305
157694,2005,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=226334&width=240&height=305
157752,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=562623&width=240&height=305
157869,2007,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=636172&width=240&height=305
157870,2007,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=468175&width=240&height=305
158011,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=560505&width=240&height=305
158632,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=502180&width=240&height=305
158777,2007,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=516133&width=240&height=305
158781,2007,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=574230&width=240&height=305
158862,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=992484&width=240&height=305
158863,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=582336&width=240&height=305
158868,2005,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=463022&width=240&height=305
158870,2005,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=513943&width=240&height=305
