team_id,team_name,field_id,field_name,address,city,lat,lon,geocode_query,precision
2565,מ.כ. בני רעננה,1065,הדר יוסף,בכור שלום שטרית 10 תל אביב יפו,יפו,32.05043,34.75224,יפו,locality
2579,הפ' פרדסייה גיל,105,פרדסיה,התהילה 24 פרדסיה,פרדסיה,32.3084939,34.9049422,התהילה 24 פרדסיה,street
2583,הפועל כאוכב,80,כאוכב,אלמדרסה כאוכב אבו אל היגא,כאוכב אבו אל היגא,32.8309185,35.2494826,כאוכב אבו אל היגא,fallback
2592,הפועל עליה כפ״ס,1004,"כפר סבא עליה כ""ס",טהון כפר סבא,כפר סבא,32.187791,34.903422,טהון כפר סבא,street
2595,הפועל מטה אשר,1103,עין המפרץ נעמן,עין המפרץ,עין המפרץ,32.9036151,35.0961117,עין המפרץ,street
2604,"הפועל ר""ג",181,רמת גן השקמה,אחד העם 8 רמת גן,רמת גן,32.08227,34.81065,רמת גן,locality
2629,מכבי אחי איכסל,237,איכסל,אכסאל,איכסל,32.6815837,35.3239769,איכסל,fallback
2634,מכבי אחי איכסל,237,איכסל,אכסאל,איכסל,32.6815837,35.3239769,איכסל,fallback
2642,הפועל רמת ישראל,1274,תל אביב ספורטק דרום 2 סינטטי,שתולים 82 תל אביב יפו,יפו,32.0458964,34.7949441,שתולים 82 תל אביב יפו,street
2651,"הפועל ניר רמה""ש",1281,רמת השרון סינטטי קטן,דרך דודו דותן 2 רמת השרון,רמת השרון,32.14613,34.8394,רמת השרון,locality
2670,הפ' חולון צפרירים מא,22,חולון צפרירים חולון,הלוחמים 13 חולון,חולון,32.0304312,34.7709226,הלוחמים 13 חולון,street
2717,הפועל רעננה ליאור אסולין,363,רעננה פארק צפוני סינטטי,מרטין דרוקר רעננה,רעננה,32.1933115,34.8463327,מרטין דרוקר רעננה,street
2718,הפועל מטה אשר,1103,עין המפרץ נעמן,עין המפרץ,עין המפרץ,32.9036151,35.0961117,עין המפרץ,street
2722,הפ' איחוד כמאל בני סמיע,165,כפר סמיע,כיסרא סומיע,כפר סמיע,32.9802989,35.3072033,כיסרא סומיע,street
2724,הפועל חדרה מתי,1331,חדרה מתחם אימונים סינטטי,צה''ל 2 חדרה,חדרה,32.4444466,34.9473677,צה''ל 2 חדרה,street
2727,הפ' ניר רמת השרון,1106,רמת השרון סינטטי,דרך דודו דותן 2 רמת השרון,רמת השרון,32.14613,34.8394,רמת השרון,locality
2728,הפ' חיפה בן ציון,1238,קרית חיים בית נגלר מזרחי (אתוס לשעבר),אברהם דנינו 6 חיפה,חיפה,32.8181708,35.066066,אברהם דנינו 6 חיפה,street
2730,הפועל הוד השרון,284,הוד השרון גני צבי,המחתרות הוד השרון,הוד השרון,32.1443227,34.8774884,המחתרות הוד השרון,street
2731,הפ' הוד השרון צפון,284,הוד השרון גני צבי,המחתרות הוד השרון,הוד השרון,32.1443227,34.8774884,המחתרות הוד השרון,street
2734,"בית""ר נהריה",1306,נהריה 3 סינטטי,שלום הגליל 8 נהריה,נהריה,33.0117577,35.1089668,שלום הגליל 8 נהריה,street
2736,"בית""ר נהריה",1305,נהריה 2 סינטטי,שלום הגליל 8 נהריה,נהריה,33.0117577,35.1089668,שלום הגליל 8 נהריה,street
2759,הפ' ניר רמת השרון,1106,רמת השרון סינטטי,דרך דודו דותן 2 רמת השרון,רמת השרון,32.14613,34.8394,רמת השרון,locality
2763,"הפועל ר""ג דרום",613,רמת גן ספארי,שדרת הצבי 2 רמת גן,רמת גן,32.0526749,34.8262636,שדרת הצבי 2 רמת גן,street
2765,הפועל חיפה שלום,1239,קרית חיים בית נגלר מערבי (אתוס לשעבר),אברהם דנינו 6 חיפה,חיפה,32.8181708,35.066066,אברהם דנינו 6 חיפה,street
2772,איחוד בני מג'דל כרום,48,מג'ד אל כרום,מג'ד אל כרום,מג'ד אל כרום,32.9225771,35.2579504,מג'ד אל כרום,fallback
2786,הפ' נוף הגליל,1318,נוף הגליל סינטטי חדש,יזרעאל 46 נוף הגליל,נוף הגליל,32.689583,35.3167752,יזרעאל 46 נוף הגליל,street
2827,מ.ס. קרית ים ''עדי'',1269,קרית ים סינטטי,פנחס לבון 1 קרית ים,קרית ים,32.8553846,35.0765524,פנחס לבון 1 קרית ים,street
2832,"מ.ס. קרית ים ""עידו""",1269,קרית ים סינטטי,פנחס לבון 1 קרית ים,קרית ים,32.8553846,35.0765524,פנחס לבון 1 קרית ים,street
2843,הפ' ניר רמת השרון,25,"רמת השרון אצטדיון טוטו ע""ש גרונדמן",יגאל אלון 2 רמת השרון,רמת השרון,32.1306151,34.8602191,יגאל אלון 2 רמת השרון,street
2845,הפ' ראשון לציון יורם,361,ראשון לציון סופרלנד מערבי סינטטי,יוסף טומי לפיד 8 ראשון לציון,ראשון לציון,31.9776813,34.7524263,יוסף טומי לפיד 8 ראשון לציון,street
2846,הפ' נוף הגליל,1318,נוף הגליל סינטטי חדש,יזרעאל 46 נוף הגליל,נוף הגליל,32.689583,35.3167752,יזרעאל 46 נוף הגליל,street
2848,"מ.ס. רשת מתנ""סים טבעון",200,קרית טבעון,האלונים 11 קרית טבעון,קרית טבעון,32.712736,35.125069,האלונים  קרית טבעון,street
2862,"הפ' מרמורק רחובות חיים ""צו פיו",1215,רחובות מכבי רחובות וייסגל סינטטי,שמעון דובנוב 47 רחובות,רחובות,31.8872278,34.7941944,שמעון דובנוב 47 רחובות,street
2868,הפ. רעננה דן ווידנבאום,363,רעננה פארק צפוני סינטטי,מרטין דרוקר רעננה,רעננה,32.1933115,34.8463327,מרטין דרוקר רעננה,street
2881,הפועל כאוכב,80,כאוכב,אלמדרסה כאוכב אבו אל היגא,כאוכב אבו אל היגא,32.8309185,35.2494826,כאוכב אבו אל היגא,fallback
2882,הפועל הוד השרון,284,הוד השרון גני צבי,המחתרות הוד השרון,הוד השרון,32.1443227,34.8774884,המחתרות הוד השרון,street
2904,הפועל עפולה,1132,עפולה סינטטי,חיים ברלב 2 עפולה,עפולה,32.6271182,35.315469,חיים ברלב 2 עפולה,street
2905,הפועל חדרה טל אליהו,1331,חדרה מתחם אימונים סינטטי,צה''ל 2 חדרה,חדרה,32.4444466,34.9473677,צה''ל 2 חדרה,street
2908,הפועל כפר כנא,78,כפר כנא,אל מלעב כפר כנא,כפר כנא,32.751207,35.337654,אל מלעב כפר כנא,street
2963,"הפועל קרית אונו ""יעקב סופר""",28,קרית אונו ישן,קפלן 56 קרית אונו,קרית אונו,32.0627851,34.851488,קפלן 56 קרית אונו,street
2980,הפועל עליה כפ״ס,1004,"כפר סבא עליה כ""ס",טהון כפר סבא,כפר סבא,32.187791,34.903422,טהון כפר סבא,street
2985,"הפ' נחלת יהודה ראשל""צ 1",153,(סגור)ראשון לציון נחלת יהודה,קיבוץ גלויות ראשון לציון,ראשון לציון,31.9845414,34.804834,קיבוץ גלויות ראשון לציון,street
3004,"בית""ר טוברוק",13,נתניה טוברוק,יודפת 2 נתניה,נתניה,32.33294,34.85917,נתניה,locality
3005,"שמשון ת""א רועי פלס",1352,תל אביב ספורטק צפון מגרש מזרחי,שדרות רוקח 40 תל אביב יפו,יפו,32.098446,34.787669,שדרות רוקח 40 תל אביב יפו,street
