team_id,team_name,field_id,field_name,num_fields
4361,עירוני אשקלון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
4362,עירוני אשקלון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
4367,אחווה כפר קרע,89,כפר קרע,1
4425,"בני יהודה ת'א ""צו פיוס""",346,תל אביב שכונת התקוה סינטטי 2,1
4445,מ.כ. עירוני קלנסואה,341,כפר ג'ת המשולש,1
4448,עירוני אשקלון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
4452,אחווה כפר קרע,89,כפר קרע,1
4485,מ.כ. ירושלים,1208,ירושלים הר חומה סינטטי,1
4499,מכבי באר יעקב עמית,68,באר יעקב,1
4500,מכבי באר יעקב עמית,68,באר יעקב,1
4501,מכבי באר יעקב עמית,68,באר יעקב,1
4505,מ.כ. הפועל ירכא,571,ירכא,1
4510,מ.ס. קרית חיים,1238,קרית חיים בית נגלר מזרחי (אתוס לשעבר),1
4524,אתלטיקו שפרעם,1251,שפרעם חדש סינטטי,1
4526,מ.כ. מועצה אזורית יואב,583,כנות,1
4678,"גדנע ת""א ניסים",1302,תל אביב גדנע ת״א חדש,1
4692,"בני יהודה ת""א בראל חדריה שמואל",1273,תל אביב ספורטק דרום 1,1
4695,"גדנע ת""א יהודה",1302,תל אביב גדנע ת״א חדש,1
4698,בני יהודה ת'א,1274,תל אביב ספורטק דרום 2 סינטטי,2
4700,"גדנע ת""א יעקב",1302,תל אביב גדנע ת״א חדש,1
4727,עירוני בית שמש,1266,בית שמש אצטדיון,1
4735,הפועל ריינה,1291,ריינה סינטטי,1
4753,מ.כ. נוה יוסף,1159,חיפה אגרטק (אתוס 1 לשעבר),1
4778,מכבי פרדס כץ,620,רמלה ג'רסי,1
4791,מ.כ. הפ' בני אשדוד 1,1203,אשדוד סינטטי 2 קטן,1
4792,מ.כ. הפ' בני אשדוד,1203,אשדוד סינטטי 2 קטן,1
4795,מ.כ. ערד,211,ערד,1
4796,הפ' בני דיר אל אסד,603,בענה,1
4827,מ.כ. כבביר,1159,חיפה אגרטק (אתוס 1 לשעבר),1
4830,"מ.כ. מתנ""ס אופקים",133,אופקים,1
4838,מ.ס. כפר קאסם,61,כפר קאסם עליון סינטטי,1
4839,מ.ס. כפר קאסם,61,כפר קאסם עליון סינטטי,1
4840,מ.ס. כפר קאסם,61,כפר קאסם עליון סינטטי,1
4865,הפ' נוף הגליל,1318,נוף הגליל סינטטי חדש,1
4869,מכבי ע.ק. אתא,326,קרית אתא,1
4873,הפועל עליה כפ״ס,1004,"כפר סבא עליה כ""ס",1
4887,מכבי נתניה 2,1078,נתניה שפירא,1
4898,הפועל מגדל העמק,54,מגדל העמק,1
4901,הפועל קרית אונו,28,קרית אונו ישן,1
4905,הפ' פרדסייה נועם,105,פרדסיה,1
4907,הפועל ד.א.כרמל,58,דלית אל כרמל,1
4915,מכבי חיפה שמעון,1060,מעגן מיכאל,1
4919,מ.ס.פרדס חנה כרכור,91,פרדס חנה,1
4923,מכבי עמק חפר,1020,בת חפר יישוב,1
4937,מועדון צעירי רהט,368,רהט צעירי רהט,1
4944,מכבי ע. נתיבות,1280,נתיבות חדש סינטטי,1
4945,"מכבי עמישב פ""ת ""שי ארוס""",595,פתח תקוה סירקין ספורטק אצטדיון,1
4956,"בית""ר תל אביב חולון",1316,חולון טוטו,1
4959,הפ' יוקנעם ארז,55,יקנעם,1
4964,הפ' בארי אשכול,132,נופי הבשור מועצה אזורית אשכול,1
4968,"בית""ר כ""ס שלומי",439,כפר סבא קפלן,1
4975,הפ' איחוד בני סמיע,165,כפר סמיע,1
4994,"בית""ר ע. קרית גת דודו",1190,קרית גת סינטטי אגוז,1
4995,מכבי עירוני כפר יונה,161,כפר יונה,1
4998,"מ. עמישב פ""ת ברק הלפרן צו פיוס",595,פתח תקוה סירקין ספורטק אצטדיון,1
5014,מ.ס. דימונה צחי,1294,דימונה סינטטי חדש,1
5015,מ.ס.דימונה,1294,דימונה סינטטי חדש,1
5016,מ.ס דימונה,1294,דימונה סינטטי חדש,1
5017,מ.ס.דימונה נועם אבו,1294,דימונה סינטטי חדש,1
5020,מ.ק.גולן קצרין,283,קצרין,1
5021,מ.ס. ג'דידה מכר,79,ג'דידה,1
5040,"הפועל חוף הכרמל / מ""מ",258,קיבוץ החותרים,1
5045,מ.ס. ג'דידה מכר,79,ג'דידה,1
5054,עירוני בית שמש,1266,בית שמש אצטדיון,1
5061,מכבי רחובות,1215,רחובות מכבי רחובות וייסגל סינטטי,1
5096,הפ' מרמורק רחובות חיים,1215,רחובות מכבי רחובות וייסגל סינטטי,1
5114,ע.בית שמש,1266,בית שמש אצטדיון,1
5116,"בית""ר ע. מעלה אדומים",515,מעלה אדומים אצטדיון טוטו,1
5117,"בית""ר ע.מעלה אדומים ""צו פיוס""",515,מעלה אדומים אצטדיון טוטו,1
5126,מ.ס. פרדס חנה כרכור,91,פרדס חנה,1
5128,מכבי ע. כפר יונה,161,כפר יונה,1
5132,"הפועל חוף הכרמל / מ""מ",258,קיבוץ החותרים,1
5136,"הכח מכבי עמידר ר""ג ""לופא"" קדוש",181,רמת גן השקמה,2
5137,"הכח מכבי עמידר ר""ג מיכה",181,רמת גן השקמה,1
5139,"הכח מכבי עמידר ר""ג ""שגב שושן""",181,רמת גן השקמה,1
5141,"הכח מכבי עמידר ר""ג",181,רמת גן השקמה,1
5161,מכבי יבנה,349,יבנה דרך הנשיאים,1
5173,"הפועל ""יהודה"" אזור",41,אזור,1
5174,"הפועל ""יהודה"" אזור",41,אזור,1
5181,"בית""ר כפר סבא שלומי",439,כפר סבא קפלן,1
5182,"בית""ר כפר סבא שלומי",439,כפר סבא קפלן,1
5185,שמשון בני טייבה,53,טייבה,1
5186,שמשון בני טייבה,53,טייבה,1
5201,מכבי כנות,583,כנות,1
5205,"מכבי עמישב פ""ת",595,פתח תקוה סירקין ספורטק אצטדיון,1
5210,מכבי עירוני שדרות,66,שדרות,1
5221,מכבי עירוני חורה,1144,רהט בני אל סאלם רהט,1
5222,"בית""ר י-ם 1",187,ירושלים בית וגן 1 תחתון,1
5228,"ס. נס ציונה ""שקד חבני""",1303,נס ציונה אימונים סינטטי חדש,1
5229,ס. נס ציונה,1303,נס ציונה אימונים סינטטי חדש,1
5230,ס. נס ציונה,1303,נס ציונה אימונים סינטטי חדש,1
5231,ס. נס ציונה,1303,נס ציונה אימונים סינטטי חדש,1
5246,מ.ס. טירה,106,טירה,1
5247,מ.ס. טירה,106,טירה,1
5289,מכבי שעריים רחובות,1212,רחובות שעריים וייסגל סינטטי,1
5290,מכבי רחובות,1215,רחובות מכבי רחובות וייסגל סינטטי,1
5308,הפועל עפולה,1243,עפולה גבעת המורה עפולה,1
5311,מ.כ.ע.אור יהודה פרידמן צו פיוס,39,אור יהודה,1
5323,מכבי ע. כפר יונה,161,כפר יונה,1
5325,"הפועל חוף הכרמל / מ""מ",258,קיבוץ החותרים,1
5329,"בית""ר כ""ס שלומי",439,כפר סבא קפלן,1
5330,מ.ס.קדימה צורן,464,קדימה,1
5340,מ.כ.עירוני אור יהודה,39,אור יהודה,1
5341,מ.כ.עירוני אור יהודה,39,אור יהודה,1
5344,מ.ס. פרדס חנה כרכור,91,פרדס חנה,1
5358,מכבי ברקאי,512,קיבוץ ברקאי,1
5359,"מכבי ברקאי ""צו פיוס""",512,קיבוץ ברקאי,1
5389,בני סכנין,596,סכנין אימונים סינטטי,1
5400,מכבי סקציה מעלות תרשיחא,44,מעלות,1
5403,"הפועל ""יהודה"" אזור ""צו פיוס""",41,אזור,1
5416,בני אילת,1312,אילת קרית הספורט סינטטי,1
5418,בני אילת,1312,אילת קרית הספורט סינטטי,1
5419,בני אילת,1312,אילת קרית הספורט סינטטי,1
5434,מ.ס. טירה,106,טירה,1
5441,איחוד בני בקה,49,בקה אל גרביה,1
5442,הפועל דיר חנא,317,דיר חנא,1
5448,מכבי קרית מלאכי,45,קרית מלאכי,1
5449,מכבי קרית מלאכי,45,קרית מלאכי,1
5456,עירוני טבריה,14,טבריה,1
5457,עירוני טבריה,14,טבריה,1
5459,עירוני טבריה 'עמרי',14,טבריה,1
5493,מכבי השקמה חן דרום,181,רמת גן השקמה,1
5495,מכבי שוהם,608,שוהם,1
5501,"הפועל אזור הפועל ""יהודה"" אזור",41,אזור,1
5507,מכבי כנות,583,כנות,1
5513,שמשון בני טייבה,53,טייבה,1
5514,מ.ס. פרדס חנה כרכור,91,פרדס חנה,1
5521,הפ' יוקנעם ארז,55,יקנעם,1
5522,מכבי השרון נתניה בקשי יעקב,1078,נתניה שפירא,1
5537,מכבי קרית מלאכי עירוני,45,קרית מלאכי,1
5539,מכבי ס. מעלות תרשיחא,44,מעלות,1
5540,מכבי ס. מעלות,44,מעלות,1
5544,מ.ס. קדימה צורן,464,קדימה,1
5548,מ.ס. טירה,106,טירה,1
5549,"בית""ר א.א. פאחם",411,אום אל פאחם סינטטי,1
5563,איחוד בני בקה,1142,בקה אל גרביה סינטטי,1
5571,הפ' בני ג'סר אל זרקא,296,ג'סר אל זרקה,1
5572,הפ' בני ג'סר אל זרקא,296,ג'סר אל זרקה,1
5574,הפ' בני ג'סר אל זרקה,296,ג'סר אל זרקה,1
5575,הפועל כפר כנא,78,כפר כנא,1
5581,מ. כ. אחווה כפר מנדא,152,כפר מנדא חדש,1
5603,הפ' ע.ס. אבו גוש מ. ציון,120,מבשרת ציון,1
5604,הפ' ע.ס אבו גוש מבשרת ציון,120,מבשרת ציון,1
5606,הפ' דיר חנא חוסאם,317,דיר חנא,1
5610,הפועל חדרה מערב,1264,חדרה רמדה,1
5644,"מ.ס. ב""ש",1253,באר שבע רייסר 1 סינטטי,1
5645,"מ.ס. ב""ש",1253,באר שבע רייסר 1 סינטטי,1
5646,"מ.ס. ב""ש",1253,באר שבע רייסר 1 סינטטי,1
5647,"מ.ס. ב""ש",1253,באר שבע רייסר 1 סינטטי,1
5670,מכבי ע. כפר יונה,161,כפר יונה,1
5674,מכבי שוהם,608,שוהם,1
5680,מכבי השקמה חן דרום,181,רמת גן השקמה,1
5683,מ.כ. מג'דל כרום שאגור,1306,נהריה 3 סינטטי,1
5685,איחוד בני בקה,1142,בקה אל גרביה סינטטי,1
5688,"בית""ר י-ם צפון",188,ירושלים בית וגן 2 עליון סינטטי,1
5695,עירוני טבריה,14,טבריה,1
5705,מכבי עמק חפר,1020,בת חפר יישוב,1
5710,מכבי שעריים רחובות,1212,רחובות שעריים וייסגל סינטטי,1
5728,עירוני נשר,1006,נשר אצטדיון,1
5756,מכבי ע. בת ים ליאור קבילו,245,בת ים אצטדיון טוטו,1
5757,מכבי ע. בת ים אופק קמחי,245,בת ים אצטדיון טוטו,1
5758,מכבי ע. בת ים משה נהרדע,245,בת ים אצטדיון טוטו,1
5759,מכבי ע. בת ים דרום,245,בת ים אצטדיון טוטו,1
5770,מ.כ. מזכרת בתיה,122,"מזכרת בתיה ע""ש אדיר פורטוגל",1
5774,ה.כפר שלם עדן ירושלמי,1274,תל אביב ספורטק דרום 2 סינטטי,1
5779,מכבי יפו קביליו יעקב משולם,119,תל אביב יפו נוה גולן,1
5780,"מכבי יפו קביליו ""יצחק אסא""",119,תל אביב יפו נוה גולן,1
5787,מ.כ. אחווה כפר מנדא,152,כפר מנדא חדש,1
5789,מ.כ. אחווה כפר מנדא,152,כפר מנדא חדש,1
5792,איחוד בני בקה,1142,בקה אל גרביה סינטטי,1
5828,"בית""ר א.א. פאחם",411,אום אל פאחם סינטטי,1
5834,"הפועל כפר שלם ""צו פיוס""",1274,תל אביב ספורטק דרום 2 סינטטי,1
5849,הפועל עמק הירדן,1147,קיבוץ מעגן,1
5855,הפועל מטה אשר,1103,עין המפרץ נעמן,1
5857,שמשון בני טייבה,53,טייבה,1
5858,מכבי שוהם,608,שוהם,1
5860,הפ' בית שאן מסילות,148,בית שאן,1
5861,הפ' בית שאן מסילות,148,בית שאן,1
5862,הפ' בית שאן מסילות,365,בית שאן אימונים,1
5863,הפ' בית שאן מסילות אבנר,365,בית שאן אימונים,1
5876,מ.ס. צעירי טייבה,53,טייבה,1
5882,"מכבי יפו קביליו ""קונורטי""",119,תל אביב יפו נוה גולן,1
5883,עירוני בני כאבול,84,כאבול,1
5886,עירוני בני כאבול,84,כאבול,1
5890,עירוני בית דגן,124,בית דגן,1
5893,מ.ס. שיכון המזרח,233,ראשון לציון מתחת לגשר,1
5895,עירוני נשר,1006,נשר אצטדיון,1
5896,עירוני נשר,1006,נשר אצטדיון,1
5901,הפועל עירוני כרמיאל,580,כרמיאל,1
5902,"הפועל עירוני כרמיאל ""עילי""",580,כרמיאל,1
5903,הפועל עירוני כרמיאל,580,כרמיאל,1
5904,הפועל עירוני כרמיאל ''איאד'',580,כרמיאל,1
5914,מכבי עירוני ברטעה,1075,ברטעה,1
5918,מ.כ.ע. אור יהודה שלמה אברהם,39,אור יהודה,1
5920,"בית""ר פ""ת משה לוי",595,פתח תקוה סירקין ספורטק אצטדיון,1
5921,"בית""ר פ""ת משה לוי",1059,פתח תקוה סירקין אימונים 2 (סינטטי),1
5922,"בית""ר פ""ת משה לוי",1059,פתח תקוה סירקין אימונים 2 (סינטטי),1
5923,"בית""ר פ""ת ""משה לוי""",1059,פתח תקוה סירקין אימונים 2 (סינטטי),1
5950,מ.כ. אחווה כפר מנדא,152,כפר מנדא חדש,1
5961,הפ' כפר שלם יוסי שרעבי,1274,תל אביב ספורטק דרום 2 סינטטי,1
5986,הפ' איחוד אעבלין,236,אעבלין,1
6027,הפ' י-ם אורי נתן,1310,אבו גוש,1
6028,הפועל מטה אשר,1103,עין המפרץ נעמן,1
6033,מ.ס. שיכון המזרח,233,ראשון לציון מתחת לגשר,1
6035,מ.כ. מג'דל כרום שאגור,1306,נהריה 3 סינטטי,1
6036,מכבי שוהם איתי,608,שוהם,1
6037,א.ס. רמת אליהו בני ספיר,184,ראשון לציון רמת אליהו,1
6047,מכבי אחי איכסל,237,איכסל,1
6048,הפועל כפר שלם 'יוחנן אברהמי',1274,תל אביב ספורטק דרום 2 סינטטי,1
6053,הפ' בית אליעזר,50,חדרה בית אליעזר,1
6116,הפועל הרצליה עירוני,334,הרצליה רן 1,1
6117,"מ.ס. רשת מתנ""סים טבעון",200,קרית טבעון,1
6125,הפ' אלאתיחאד נצרת,331,נצרת עילוט אימונים סינטטי,1
6129,עירוני מודיעין,1186,מודיעין מגרש ליגד,1
6134,עירוני מודיעין,1186,מודיעין מגרש ליגד,1
6135,ע. מודיעין,1186,מודיעין מגרש ליגד,1
6145,הפ' בית שאן מסילות,148,בית שאן,1
6222,הפועל י-ם,1210,ירושלים עמק הארזים 2,1
6245,הפועל הוד השרון,284,הוד השרון גני צבי,1
6246,מכבי אחי איכסל,237,איכסל,1
6247,הפ' בית אליעזר,50,חדרה בית אליעזר,1
6249,עירוני מודיעין,1186,מודיעין מגרש ליגד,1
6256,הפועל בני בענה,603,בענה,1
6260,מכבי יפו קביליו,119,תל אביב יפו נוה גולן,1
6264,מכבי השרון נתניה ויקטור עטיה,1078,נתניה שפירא,1
6273,בני א.א.פאחם,411,אום אל פאחם סינטטי,1
6279,הפ' איחוד בני ג'ת,341,כפר ג'ת המשולש,1
6291,הפ' ע. בקה אל גרבייה,1142,בקה אל גרביה סינטטי,1
6302,הפועל א.א. פאחם,411,אום אל פאחם סינטטי,1
6303,הפועל א.א. פאחם,411,אום אל פאחם סינטטי,1
6305,הפועל א.א. פאחם,411,אום אל פאחם סינטטי,1
6313,"אליצור יפו ת""א",119,תל אביב יפו נוה גולן,1
6314,"מ.ס. רשת מתנ""סים טבעון",200,קרית טבעון,1
6321,"מ.ס.קרית ים ""דניאל""",1269,קרית ים סינטטי,1
6324,הפ' בני אעבלין,254,טמרה,1
6336,מ.כ. מזכרת בתיה,122,"מזכרת בתיה ע""ש אדיר פורטוגל",1
6343,מכבי בני ריינה,1291,ריינה סינטטי,1
6449,הפ' ירושלים,1310,אבו גוש,1
6454,מ.כ. אלנהדה נצרת,331,נצרת עילוט אימונים סינטטי,1
6463,מ.כ. מכבי נהריה,1305,נהריה 2 סינטטי,1
6472,מ.ס. שיכון המזרח,233,ראשון לציון מתחת לגשר,1
6473,הפ' איחוד בני ג'ת,341,כפר ג'ת המשולש,1
6477,הפועל הרצליה עירוני,334,הרצליה רן 1,1
6480,מ.כ. מג'דל כרום שאגור,48,מג'ד אל כרום,1
6486,הפועל בני בענה,603,בענה,1
6494,הפועל נחף,81,נחף,1
6496,מכבי השרון נתניה ויקטור עטיה,1078,נתניה שפירא,1
6503,מכבי קרית גת,1190,קרית גת סינטטי אגוז,1
6504,"מכבי קרית גת ""צו פיוס""",1190,קרית גת סינטטי אגוז,1
6506,מכבי קרית גת,1190,קרית גת סינטטי אגוז,1
6507,מכבי קרית גת,1190,קרית גת סינטטי אגוז,1
6516,מכבי בני ריינה,1291,ריינה סינטטי,1
6518,מכבי בני ריינה,1291,ריינה סינטטי,1
6522,הפ' מ.ס חבל מודיעין,1153,כפר בן שמן,1
6533,מ.כ. מכבי נהריה,1305,נהריה 2 סינטטי,1
6535,מ.ס. כפר קמא,141,כפר כמא,1
6540,הפ' בני אעבלין,254,טמרה,1
6541,"מ.ס. קרית ים ""שלו""",1269,קרית ים סינטטי,1
6553,מ.ס בני יפו אורתודוכסים,63,תל אביב יפו צעירי יפו,1
6554,מ.ס בני יפו אורתודוכסים,63,תל אביב יפו צעירי יפו,1
6555,מ.ס בני יפו אורתודוכסים,63,תל אביב יפו צעירי יפו,1
6558,מ.ס. נתניה קולט כהן,161,כפר יונה,1
6561,הפ' עירוני בקה אל גרבייה,1142,בקה אל גרביה סינטטי,1
6602,הפועל בני בענה,603,בענה,1
6635,הפ' עירוני בקה אל גרבייה,1142,בקה אל גרביה סינטטי,1
6636,"הפועל ניר רמה""ש 2",1281,רמת השרון סינטטי קטן,1
6643,הפועל רהט,562,רהט הפועל רהט,1
6648,הפ' עירוני בקה אל גרבייה,1142,בקה אל גרביה סינטטי,1
6651,מ.ס. נתניה קולט כהן,161,כפר יונה,1
6655,הפ' ירושלים,1310,אבו גוש,1
6664,"מכבי השרון נתניה ויקטור עטיה """,1078,נתניה שפירא,1
6672,מ.כ. אלנהדה נצרת,331,נצרת עילוט אימונים סינטטי,1
6675,מ.כ. מכבי נהריה,1305,נהריה 2 סינטטי,1
6686,הפועל בני בענה,603,בענה,1
6691,הפועל ע. ערערה,88,ערערה,1
6692,מכבי עירוני טמרה,254,טמרה,1
6696,מ.ס בני יפו אורתודוכסים,63,תל אביב יפו צעירי יפו,1
6703,מכבי עין מאהל אדהם,232,עין מאהל,1
6704,מכבי עין מאהל,232,עין מאהל,1
6706,מכבי עספיא,57,עספיא,1
6708,הפ' בני אעבלין,254,טמרה,1
6714,"בית""ר נהריה",1306,נהריה 3 סינטטי,1
6715,"בית""ר נהריה יוראי",1304,נהריה 1 דשא,1
6733,מ.ס. ג'דידה מכר,79,ג'דידה,1
6738,מכבי עירוני חורה,1144,רהט בני אל סאלם רהט,1
6826,מכבי עמק חפר,1020,בת חפר יישוב,1
6833,מ.כ. מעיליא,257,שיח-דנון,1
6878,א.ס נורדיה ירושלים,1208,ירושלים הר חומה סינטטי,1
6880,אגודת ספורט נורדיה ירושלים,1208,ירושלים הר חומה סינטטי,1
6893,מ.ס. חיפה רובי שפירא,1159,חיפה אגרטק (אתוס 1 לשעבר),1
6894,מ.ס. חיפה רובי שפירא,400,חיפה אבי רן,1
6901,הפועל ראשון לציון מערב,361,ראשון לציון סופרלנד מערבי סינטטי,1
6903,"הפועל נחלת יהודה ראשל""צ 2",397,ראשון לציון תיכון עמית,1
6907,צעירי שעב,162,שעב,1
6908,הפ' בני דיר אל אסד,603,בענה,1
6914,הפועל קרית אונו 2,28,קרית אונו ישן,1
6942,מ.כ. מכבי ע. אשדוד,215,אשדוד סינטטי,1
6943,מ.כ. מכבי ע. אשדוד,215,אשדוד סינטטי,1
6944,מ.כ. מכבי ע. אשדוד,215,אשדוד סינטטי,1
6945,מ.כ. מכבי ע. אשדוד,215,אשדוד סינטטי,1
6948,צעירי שעב,162,שעב,1
6954,מ.כ ערד,211,ערד,1
6956,עירוני באר יעקב,68,באר יעקב,1
6958,הפועל טירת כרמל,32,טירת כרמל,1
6963,הפועל טירת כרמל,32,טירת כרמל,1
6964,הפועל טירת כרמל,32,טירת כרמל,1
6965,"שיכון ותיקים ר""ג ""צו פיוס""",613,רמת גן ספארי,1
6972,מ.כ. מעיליא,257,שיח-דנון,1
6977,"מ.ס בני ""ממבע"" הגולן והגליל",1259,בוקעתא,1
6990,מ.כ.ע אריאל,255,אריאל,1
7037,הפועל הרצליה ע. מערב,334,הרצליה רן 1,1
7044,מ.כ. הפ' בני אשדוד,1203,אשדוד סינטטי 2 קטן,1
7046,"א.ס. אשדוד ""רפי אלבז",215,אשדוד סינטטי,1
7049,א.ס. אשדוד,1203,אשדוד סינטטי 2 קטן,1
7051,מכבי קרית גת 2,1190,קרית גת סינטטי אגוז,1
7055,מ.כ.ע אריאל,255,אריאל,1
7057,מ.כ. הפ' בני אשדוד 1,1203,אשדוד סינטטי 2 קטן,1
7059,הפ' חולון צפרירים,22,חולון צפרירים חולון,1
7061,"הפ' מרמורק רחובות ""עופר""",1215,רחובות מכבי רחובות וייסגל סינטטי,1
7148,מ.כ. כבביר,1159,חיפה אגרטק (אתוס 1 לשעבר),1
7157,"הפועל ר""ג צפון",613,רמת גן ספארי,1
7162,"שמשון ת""א 2",1352,תל אביב ספורטק צפון מגרש מזרחי,1
7164,"מ.ס. ב""ש 2",1253,באר שבע רייסר 1 סינטטי,1
7166,הפ' הרצליה ע. מערב,334,הרצליה רן 1,1
7235,עירוני מודיעין 2,1186,מודיעין מגרש ליגד,1
7236,הפועל הרצליה ע. מערב,334,הרצליה רן 1,1
7241,"הפועל ר""ג צפון",181,רמת גן השקמה,2
7253,"שמשון ת""א 2",1352,תל אביב ספורטק צפון מגרש מזרחי,1
7272,"מכבי ב""ש ""צו פיוס""",330,באר שבע טאובל,1
7331,הפועל חדרה מערב,1331,חדרה מתחם אימונים סינטטי,1
7359,מכבי כפר סבא,282,כפר סבא אימונים תחתון (סינטטי),1
7361,בני אילת 2,1312,אילת קרית הספורט סינטטי,1
7437,"מכבי קרית גת 2 ""צו פיוס""",1190,קרית גת סינטטי אגוז,1
7451,מכבי שוהם 2,608,שוהם,1
7454,"מכבי ב""ש 2",330,באר שבע טאובל,1
7456,מ.ס. הפועל שגב שלום,1257,באר שבע רייסר 4 סינטטי,1
7457,"בית""ר קרית אתא כפיר",1331,חדרה מתחם אימונים סינטטי,1
7458,מ.ס טירת כרמל,32,טירת כרמל,1
7582,"מ.ס.באר שבע 2 ""צו פיוס""",1253,באר שבע רייסר 1 סינטטי,1
7613,הפועל חורפיש,603,בענה,1
7670,הפועל נוף הגליל 2,1318,נוף הגליל סינטטי חדש,1
7680,"בית""ר חיפה",1159,חיפה אגרטק (אתוס 1 לשעבר),1
7743,מ.כ. מועצה איזורית חוף אשקלון,1350,הודיה,1
7861,הפ' ניר רמת השרון 2,1106,רמת השרון סינטטי,1
7871,מ.עתלית,313,עתלית,1
7910,איחוד בני מג'דל כרום,603,בענה,1
7911,א.ב.מג'דל כרום,48,מג'ד אל כרום,1
7977,מ.כ. מועצה אזורית יואב,583,כנות,1
7981,מ.כ. נהלל יזרעאל,250,נהלל,1
7983,מכבי צורן,464,קדימה,1
7985,מ.ס באר שבע 2,1253,באר שבע רייסר 1 סינטטי,1
8004,מ.כדורגל נהלל יזראעל,250,נהלל,1
8043,מ.כ. מועצה איזורית חוף אשקלון,1350,הודיה,1
8115,ה. קרית אונו ב',28,קרית אונו ישן,1
8117,ס. נס ציונה 2,1303,נס ציונה אימונים סינטטי חדש,1
8122,מ.ס קדימה צורן 2,464,קדימה,1
8130,מ.כ מכבי אשקלון צפון,1145,"אשקלון סינטטי ע""ש איציק ""חיפה"" כהן",1
8146,מכבי השקמה חן צפון,181,רמת גן השקמה,1
8149,"הפ' ת""א ""אלון שמלי"" צפון",417,תל אביב וולפסון 2,2
8180,הפועל סכנין,596,סכנין אימונים סינטטי,1
8346,מכבי השקמה חן צפון,181,רמת גן השקמה,1
8352,סקציה נס ציונה 2,1303,נס ציונה אימונים סינטטי חדש,1
8353,מכבי ס.מעלות תרשיחא 12,44,מעלות,1
8355,מכבי באר שבע 2,330,באר שבע טאובל,1
8358,מכבי יהוד מונסון 2,1012,יהוד ק.סביונים,1
8367,מכבי כפר סבא מערב,282,כפר סבא אימונים תחתון (סינטטי),1
8369,מ.כ. נהלל יזרעאל,250,נהלל,1
8370,"מ.כ. נהלל יזרעאל 1 ""צו פיוס""",250,נהלל,1
8371,מ.כ. מכבי אשקלון צפון,564,אשקלון אימונים-3,2
8375,מ.ס הפועל לוד בני רגב,573,לוד אימונים 1,1
8381,מכבי יבנה 2,349,יבנה דרך הנשיאים,1
8387,"בית""ר נהריה 2",1305,נהריה 2 סינטטי,1
8389,מכבי באר יעקב עמית,68,באר יעקב,1
8401,אגודת ספורט נורדיה ירושלים 2,1208,ירושלים הר חומה סינטטי,1
8406,הפועל בני עין מאהל,232,עין מאהל,1
8416,אתלטיקו שפרעם,1251,שפרעם חדש סינטטי,1
8441,הפועל עירוני כרמיאל 2,580,כרמיאל,1
8452,"בית""ר פ""ת משה לוי 2",1252,פתח תקוה סירקין אימונים 3,1
8515,עירוני הרצליה,588,הרצליה רן 2 (ילדים וטרומים),1
8570,"מכ""א אשקלון",1361,מקיף ו׳ אשקלון,1
8575,מ.כ. אולמות מכבי נתניה,1174,"אולם בי""ס נעמי שמר (בן גוריון) נתניה",1
8579,מ.כ. אולמות ראשון לציון,633,"אולם גן נחום ראשל""צ",1
8581,מ.כ. אולמות רמת גן,1000,"מרום נווה ר""ג",1
